mantaghe,tedad kol tabaghat,vahed,Mablaghe kol,metri,tabaghe,zir bana,khab,Balkon,telephone,ashpazkhaneh,open,behdashti,kafpoosh,parking,anbari,sen,nama,sanad,گاز,آسانسور,آیفون تصویری,کولر,درب ریموت کنترل,شوفاژ,پکیج,باز سازی شده,جکوزی,سونا,استخر,لابی,داکت اسپلیت,چیلر,روف گاردن,مسترروم,فاقد آسانسور,اسپلیت,سرویس مستخدم: سرايدار,سالن اجتماعات,فن کوئل,سالن بدنسازی,دوربین مداربسته,برق اضطراری,فلت,گرمایشی از کف,اعلام حریق,اطفاء حریق,جاروبرقی مرکزی,درب ضد سرقت,لندری,مبله,فروش با مستاجر,آنتن مرکزی,حیاط خلوت,سرویس مستخدم: دارد,باربیکیو,تابلو خور,سالن کنفرانس,سرویس مستخدم: نگهبان,هواساز,ماهواره مرکزی,شوتینگ زباله,سرویس مستخدم: لابي من,سرویس مستخدم: نگهبان/سرايدار
Ajudanieh,5,,50000000000,370370000,1,135,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,,270000000,,223,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,27060000000,220000000,1,123,2,1,1,High-gloss,1,Persian-Western,Stone,1,1,0-5,Stone,Endowment,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,5,1,45000000000,266270000,3,169,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,,,1,195,3,1,1,Custom,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,36000000000,209300000,4,172,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,4,1,,,1,255,5,1,1,Pantry,0,Persian-Western,Ceramic,1,1,20-30,Stone,Residential,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,,,1,107,2,1,1,MDF,1,Persian-Western,Stone,0,1,15-20,Stone,Personal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,27060000000,220000000,1,123,2,1,1,High-gloss,1,Persian-Western,Stone,1,1,0-5,Stone,Endowment,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,,,1,100,2,1,1,Custom,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,2,,,6,150,2,1,1,MDF,1,Persian-Western,Stone,1,1,30+,Stone,Personal,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,2,,,4,158,3,1,1,Furnished,0,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,2,74250000000,450000000,4,165,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,5,3,18600000000,235440000,1,79,1,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,2,1.12E+11,400000000,3,280,4,1,1,Membrane,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,10,,36000000000,300000000,8,120,4,0,1,Pantry,0,Persian,Ceramic,1,0,30+,Glass,Residential,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,1,33000000000,220000000,4,150,2,1,1,High-class,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,4,65000000000,242530000,1,268,4,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,1,84900000000,300000000,1,283,4,1,1,Wooden,1,Persian-Western,Stone Parquet,1,1,10-15,Stone,Personal,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,,,,,3,204,4,1,1,MDF,1,Persian-Western,Stone,1,0,20-30,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,,,,,,,,0,1,Unknown,0,Unknown,Unknown,0,0,unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrus,5,1,33000000000,220000000,4,150,2,1,1,High-class,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,4,65000000000,242530000,1,268,4,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,1,84900000000,300000000,1,283,4,1,1,Wooden,1,Persian-Western,Stone Parquet,1,1,10-15,Stone,Personal,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,,260000000,,224,4,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,1,85000000000,315980000,3,269,4,1,1,Furnished,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,3,1,23000000000,156460000,1,147,3,0,1,MDF,1,Persian-Western,Stone,0,1,30+,Brick,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,6,4,30500000000,267540000,6,114,1,0,1,Pantry,0,Persian-Western,Ceramic,1,0,5-10,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,4,2,13200000000,150000000,2,88,2,1,1,MDF,1,Persian-Western,Ceramic,0,0,15-20,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,1,,,,290,3,1,1,MDF,1,Persian-Western,Stone,1,0,0-5,Stone,Personal,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,22050000000,150000000,5,147,3,0,1,High-gloss,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,22050000000,150000000,5,147,3,0,1,High-gloss,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,4,65000000000,242530000,1,268,4,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,4,27840000000,240000000,1,116,2,1,1,MDF,1,Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,5,1,5000000000,111110000,,45,1,1,1,Metallic,0,Persian-Western,Parquet,0,1,20-30,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,,4,139,3,0,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,12,2,67000000000,352630000,1,190,3,1,1,High-class,1,Persian-Western,Laminate,1,1,0-5,Composite,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,,,3,204,4,1,1,MDF,1,Persian-Western,Stone,1,0,20-30,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,5,2,52850000000,350000000,1,151,5,1,1,Pantry,0,Persian,Ceramic,1,0,10-15,Glass,Residential,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,11,4,1E+11,454540000,5,220,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Farmanieh,5,1,,,3,365,4,0,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,,1.2E+11,387090000,6,310,4,1,1,Membrane,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,3,2,20640000000,160000000,3,129,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,12,4,,,6,220,3,1,1,Custom,1,Persian-Western,Stone,1,1,unknown,Stone,Personal,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,,4,139,3,0,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,8,2,48300000000,210000000,1,230,3,1,1,MDF,1,Persian-Western,Parquet,1,1,10-15,Composite,Personal,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,16,1,41000000000,150180000,2,273,4,1,1,MDF,1,Persian-Western,Parquet,1,1,30+,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,9,1,37620000000,165000000,1,228,4,0,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,,,,,,,,0,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,2,26500000000,278940000,4,95,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,2,,,1,104,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,6,3,45150000000,210000000,6,215,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,5-10,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,8,21000000000,259250000,2,81,2,1,1,Pantry,0,Persian-Western,Ceramic,1,1,15-20,Stone,Residential,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,230000000,4,100,3,0,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,16500000000,171870000,3,96,2,1,1,MDF,1,Persian-Western,Ceramic,1,0,20-30,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,1,,,2,315,4,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Composite,Personal,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,10,1,3.2E+11,659790000,,485,4,1,1,MDF,1,Persian-Western,Ceramic Parquet,1,1,0-5,Stone,Personal,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,57420000000,330000000,2,174,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,6,1,,,1,340,4,1,1,MDF,1,Persian,Stone,1,1,5-10,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,230000000,3,104,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,16150000000,190000000,1,85,2,0,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Administrative,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,7,6,51600000000,240000000,7,215,3,0,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,3,,,1,110,2,0,1,Membrane,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,3,70500000000,300000000,,235,3,1,1,High-gloss,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,230000000,4,100,3,0,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,,3,127,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,230000000,3,104,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,2,80000000000,280700000,1,285,4,1,1,High-class,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,10,,23000000000,232320000,2,99,2,0,1,Pantry,0,Persian-Western,Parquet,1,0,30+,Composite,Residential,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,2,41000000000,405940000,5,101,1,1,1,Pantry,0,Persian-Western,Stone,1,1,5-10,Stone,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,3,1,5500000000,157140000,,35,,0,1,MDF,1,Western,Ceramic,0,1,15-20,Stone,Personal,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,16500000000,171870000,3,96,2,1,1,MDF,1,Persian-Western,Ceramic,1,0,20-30,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,2,54000000000,225000000,5,240,4,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,3,2,10000000000,102040000,3,98,2,1,1,MDF,1,Persian,Ceramic,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,1,,,4,201,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,7,4,35000000000,209580000,7,167,4,1,1,MDF,1,Persian-Western,Stone,1,1,20-30,Stone,Personal,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,35000000000,205880000,3,170,3,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,4,,,1,160,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,5-10,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,1,,,4,290,4,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,,1.125E+11,450000000,5,250,3,1,1,Membrane,0,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,38000000000,190000000,1,200,3,1,1,MDF,1,Persian-Western,Parquet,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,7,4,65000000000,288370000,3,215,3,1,1,MDF,1,Western,Parquet,1,1,0-5,Composite,Personal,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Darrus,5,3,37500000000,250000000,5,150,3,0,1,MDF,1,Western,Stone,1,1,10-15,Stone,Personal,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,3,1,,,3,130,2,1,1,MDF,1,Persian-Western,Ceramic,0,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,,,147,3,1,1,Membrane,0,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,4,30000000000,283010000,5,106,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Glass,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,6,2,18000000000,156520000,4,115,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,1,13500000000,142100000,,95,1,1,1,MDF,1,Persian-Western,Stone Parquet,1,1,10-15,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,2,1,1.08E+11,400000000,1,270,4,0,1,MDF,1,Persian,Ceramic,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
